"Notes"	"State"	"State Code"	"Year"	"Year Code"	Avg Daily Precipitation (mm)
	"West Virginia"	"54"	"2010"	"2010"	2.95
	"West Virginia"	"54"	"2011"	"2011"	3.76
"Total"	"West Virginia"	"54"			3.08
	"Wisconsin"	"55"	"1979"	"1979"	2.22
	"Wisconsin"	"55"	"1980"	"1980"	2.29
	"Wisconsin"	"55"	"1981"	"1981"	2.15
	"Wisconsin"	"55"	"1982"	"1982"	2.53
	"Wisconsin"	"55"	"1983"	"1983"	2.40
	"Wisconsin"	"55"	"1984"	"1984"	2.41
	"Wisconsin"	"55"	"1985"	"1985"	2.53
	"Wisconsin"	"55"	"1986"	"1986"	2.43
	"Wisconsin"	"55"	"1987"	"1987"	1.97
	"Wisconsin"	"55"	"1988"	"1988"	1.77
	"Wisconsin"	"55"	"1989"	"1989"	1.68
	"Wisconsin"	"55"	"1990"	"1990"	2.48
	"Wisconsin"	"55"	"1991"	"1991"	2.66
	"Wisconsin"	"55"	"1992"	"1992"	2.22
	"Wisconsin"	"55"	"1993"	"1993"	2.55
	"Wisconsin"	"55"	"1994"	"1994"	2.23
	"Wisconsin"	"55"	"1995"	"1995"	2.39
	"Wisconsin"	"55"	"1996"	"1996"	2.38
	"Wisconsin"	"55"	"1997"	"1997"	2.07
	"Wisconsin"	"55"	"1998"	"1998"	2.33
	"Wisconsin"	"55"	"1999"	"1999"	2.45
	"Wisconsin"	"55"	"2000"	"2000"	2.38
	"Wisconsin"	"55"	"2001"	"2001"	2.47
	"Wisconsin"	"55"	"2002"	"2002"	2.60
	"Wisconsin"	"55"	"2003"	"2003"	2.05
	"Wisconsin"	"55"	"2004"	"2004"	2.53
	"Wisconsin"	"55"	"2005"	"2005"	2.09
	"Wisconsin"	"55"	"2006"	"2006"	2.23
	"Wisconsin"	"55"	"2007"	"2007"	2.35
	"Wisconsin"	"55"	"2008"	"2008"	2.27
	"Wisconsin"	"55"	"2009"	"2009"	2.15
	"Wisconsin"	"55"	"2010"	"2010"	2.77
	"Wisconsin"	"55"	"2011"	"2011"	2.25
"Total"	"Wisconsin"	"55"			2.31
	"Wyoming"	"56"	"1979"	"1979"	0.85
	"Wyoming"	"56"	"1980"	"1980"	1.08
	"Wyoming"	"56"	"1981"	"1981"	1.09
	"Wyoming"	"56"	"1982"	"1982"	1.32
	"Wyoming"	"56"	"1983"	"1983"	1.29
	"Wyoming"	"56"	"1984"	"1984"	1.03
	"Wyoming"	"56"	"1985"	"1985"	0.97
	"Wyoming"	"56"	"1986"	"1986"	1.21
	"Wyoming"	"56"	"1987"	"1987"	1.07
	"Wyoming"	"56"	"1988"	"1988"	0.74
	"Wyoming"	"56"	"1989"	"1989"	0.98
	"Wyoming"	"56"	"1990"	"1990"	1.02
	"Wyoming"	"56"	"1991"	"1991"	1.16
	"Wyoming"	"56"	"1992"	"1992"	1.05
	"Wyoming"	"56"	"1993"	"1993"	1.31
	"Wyoming"	"56"	"1994"	"1994"	0.96
	"Wyoming"	"56"	"1995"	"1995"	1.43
	"Wyoming"	"56"	"1996"	"1996"	1.23
	"Wyoming"	"56"	"1997"	"1997"	1.31
	"Wyoming"	"56"	"1998"	"1998"	1.38
	"Wyoming"	"56"	"1999"	"1999"	1.18
	"Wyoming"	"56"	"2000"	"2000"	1.15
	"Wyoming"	"56"	"2001"	"2001"	0.97
	"Wyoming"	"56"	"2002"	"2002"	1.01
	"Wyoming"	"56"	"2003"	"2003"	1.20
	"Wyoming"	"56"	"2004"	"2004"	1.18
	"Wyoming"	"56"	"2005"	"2005"	1.25
	"Wyoming"	"56"	"2006"	"2006"	1.01
	"Wyoming"	"56"	"2007"	"2007"	1.16
	"Wyoming"	"56"	"2008"	"2008"	1.18
	"Wyoming"	"56"	"2009"	"2009"	1.27
	"Wyoming"	"56"	"2010"	"2010"	1.22
	"Wyoming"	"56"	"2011"	"2011"	1.32
"Total"	"Wyoming"	"56"			1.14
"Total"					2.11
"---"
"Dataset: North America Land Data Assimilation System (NLDAS) Daily Precipitation (mm) (1979-2011)"
"Query Parameters:"
"Title:"
"Daily Precipitation (mm): All, 0 to 251"
"Dates: All, Jan 01, 1979 to Dec 31, 2011"
"States: All"
"Group By: State, Year"
"Show Totals: True"
"Show Zero Values: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Precipitation.html for more information."
"---"
"Query Date: Aug 1, 2018 9:52:50 AM"
"---"
"Suggested Citation: North America Land Data Assimilation System (NLDAS) Daily Precipitation for years 1979-2011 on CDC WONDER"
"Online Database, released 2013. Accessed at http://wonder.cdc.gov/NASA-Precipitation.html on Aug 1, 2018 9:52:50 AM"
